Country;Subject Descriptor;Units;Scale;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;Estimates Start After
Namibia;Gross domestic product, current prices;U.S. dollars;Billions;3.941;3.577;3.396;4.974;6.673;7.324;7.711;8.730;8.496;8.915;11.281;12.423;13.016;12.168;12.434;11.450;10.719;12.883;13.676;12.539;10.583;12.443;12.602;12.327;2022
Namibia;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;9.708;10.164;11.012;11.620;12.724;13.736;14.718;15.668;16.393;16.543;17.755;19.044;20.502;21.744;23.796;24.615;24.588;24.438;25.263;25.471;23.717;25.679;28.740;30.727;2022
Namibia;Gross domestic product, deflator;Index;Units;35.828;39.399;42.859;43.632;46.809;48.414;52.159;59.390;65.869;70.455;72.966;75.743;85.500;88.954;96.279;100.000;107.969;118.678;123.934;125.082;130.875;133.454;143.084;153.037;2022
Namibia;Gross domestic product per capita, constant prices;National currency;Units;41,733.396;42,687.850;44,802.032;45,600.616;47,817.332;49,179.112;50,222.035;52,008.837;52,598.003;51,974.067;54,298.434;56,219.656;57,986.656;60,108.946;62,579.733;64,023.162;62,841.486;61,031.217;60,530.843;58,917.289;53,159.167;54,046.059;55,513.497;56,253.761;2022
Namibia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;7,054.728;7,216.072;7,573.459;7,708.454;8,083.174;8,313.373;8,489.671;8,791.717;8,891.312;8,785.840;9,178.757;9,503.526;9,802.224;10,160.982;10,578.651;10,822.652;10,622.898;10,316.885;10,232.301;9,959.541;8,986.172;9,136.095;9,384.155;9,509.291;2022
Namibia;Gross domestic product per capita, current prices;National currency;Units;14,952.429;16,818.592;19,201.541;19,896.342;22,382.738;23,809.530;26,195.274;30,888.214;34,645.734;36,618.483;39,619.625;42,582.365;49,578.555;53,469.285;60,251.278;64,023.162;67,849.118;72,430.704;75,018.155;73,694.799;69,572.054;72,126.818;79,430.861;86,089.215;2022
Namibia;Gross domestic product per capita, current prices;U.S. dollars;Units;2,156.030;1,954.968;1,825.849;2,630.110;3,470.147;3,742.509;3,870.937;4,378.564;4,198.550;4,340.183;5,410.977;5,870.933;6,038.862;5,540.619;5,555.930;5,020.473;4,611.508;5,438.761;5,666.273;5,099.427;4,225.729;4,879.203;4,854.445;4,664.713;2022
Namibia;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;5,310.822;5,554.596;5,920.292;6,144.782;6,616.747;7,018.582;7,388.458;7,858.620;8,100.748;8,054.022;8,516.476;8,999.744;9,511.583;9,901.420;10,633.421;10,792.674;10,578.101;10,316.885;10,466.701;10,358.701;9,469.742;10,069.168;11,070.757;11,627.311;2022
Namibia;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;0.019;0.019;0.020;0.020;0.020;0.020;0.020;0.019;0.019;0.019;0.020;0.020;0.020;0.021;0.022;0.022;0.021;0.020;0.019;0.019;0.018;0.017;0.017;0.017;2022
Namibia;Implied PPP conversion rate;National currency per current international dollar;Units;2.815;3.028;3.243;3.238;3.383;3.392;3.545;3.930;4.277;4.547;4.652;4.732;5.212;5.400;5.666;5.932;6.414;7.021;7.167;7.114;7.347;7.163;7.175;7.404;2022
Namibia;Total investment;Percent of GDP;Units;19.946;23.529;19.238;19.900;19.140;19.665;23.330;24.419;32.297;24.695;22.872;18.909;25.624;25.565;36.021;28.896;21.962;17.708;14.860;15.276;13.879;17.399;17.348;16.026;2022
Namibia;Gross national savings;Percent of GDP;Units;24.783;23.813;21.759;25.236;25.826;24.215;37.377;32.997;32.185;23.216;20.693;15.686;19.953;21.321;25.309;16.913;5.754;13.319;11.411;13.553;17.146;6.254;4.490;5.109;2022
Namibia;Inflation, average consumer prices;Index;Units;43.838;48.315;54.459;58.389;60.804;62.191;65.277;69.551;75.876;83.048;87.097;91.456;97.604;103.071;108.583;112.271;119.823;127.189;132.650;137.586;140.626;145.717;154.571;163.659;2023
Namibia;Inflation, average consumer prices;Percent change;Units;10.215;10.212;12.716;7.215;4.137;2.282;4.961;6.548;9.095;9.452;4.875;5.006;6.722;5.601;5.348;3.396;6.727;6.147;4.294;3.721;2.209;3.620;6.077;5.880;2023
Namibia;Inflation, end of period consumer prices;Index;Units;45.850;49.997;57.123;58.595;61.075;63.265;67.082;70.787;78.690;84.927;87.526;94.000;100.000;104.894;109.754;113.811;122.117;128.427;135.040;138.535;141.806;148.179;158.410;167.158;2023
Namibia;Inflation, end of period consumer prices;Percent change;Units;12.090;9.044;14.254;2.576;4.233;3.585;6.033;5.523;11.165;7.926;3.060;7.397;6.383;4.894;4.634;3.696;7.298;5.167;5.150;2.588;2.361;4.494;6.904;5.523;2023
Namibia;Volume of imports of goods and services;Percent change;Units;-5.207;3.958;20.679;5.229;6.632;5.179;5.049;11.875;24.264;25.826;-6.086;-3.224;22.252;2.629;16.775;12.246;-5.146;-2.042;2.907;-8.519;-15.883;32.372;15.200;1.327;2022
Namibia;Volume of Imports of goods;Percent change;Units;-5.207;3.958;20.679;5.229;6.632;5.179;5.049;11.875;24.264;25.826;-6.086;-3.224;22.252;2.629;16.775;12.246;-5.146;-0.993;3.442;-9.816;-20.127;31.867;16.483;-3.168;2022
Namibia;Volume of exports of goods and services;Percent change;Units;-0.868;-4.475;-2.331;6.325;27.400;-1.197;17.564;1.908;9.184;-4.494;5.563;-6.899;2.284;-6.829;0.636;-11.289;9.511;20.105;10.449;-7.453;-15.268;11.879;22.588;3.057;2022
Namibia;Volume of exports of goods;Percent change;Units;-0.868;-4.475;-2.331;6.325;27.400;-1.197;17.564;1.908;9.184;-4.494;5.563;-6.899;2.284;-6.829;0.636;-11.289;9.511;17.069;11.934;-7.381;-17.572;14.778;19.927;3.742;2022
Namibia;Unemployment rate;Percent of total labor force;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;Population;Persons;Millions;1.828;1.830;1.860;1.891;1.923;1.957;1.992;1.994;2.024;2.054;2.085;2.116;2.155;2.196;2.238;2.281;2.324;2.369;2.414;2.459;2.504;2.550;2.596;2.643;2022
Namibia;General government revenue;National currency;Billions;8.018;8.837;10.166;10.014;11.071;12.762;16.064;19.760;22.347;23.736;23.531;28.280;34.132;39.476;47.662;51.650;51.191;56.788;56.557;57.849;58.209;56.050;62.096;76.379;2022
Namibia;General government revenue;Percent of GDP;Units;29.334;28.712;28.462;26.616;25.721;27.389;30.785;32.087;31.874;31.557;28.488;31.385;31.940;33.618;35.348;35.372;32.459;33.099;31.236;31.923;33.407;30.472;30.114;33.572;2022
Namibia;General government total expenditure;National currency;Billions;8.233;9.456;10.658;11.697;12.220;12.906;14.285;16.061;19.907;24.040;27.645;34.666;37.446;44.983;56.351;63.772;65.862;65.356;65.781;67.800;72.271;72.091;74.533;84.755;2022
Namibia;General government total expenditure;Percent of GDP;Units;30.122;30.726;29.841;31.090;28.393;27.698;27.376;26.080;28.394;31.962;33.469;38.472;35.041;38.308;41.792;43.674;41.762;38.093;36.330;37.415;41.477;39.193;36.145;37.254;2022
Namibia;General government net lending/borrowing;National currency;Billions;-0.215;-0.620;-0.492;-1.683;-1.150;-0.144;1.779;3.699;2.440;-0.305;-4.114;-6.386;-3.315;-5.507;-8.688;-12.121;-14.672;-8.568;-9.224;-9.951;-14.062;-16.041;-12.437;-8.376;2022
Namibia;General government net lending/borrowing;Percent of GDP;Units;-0.788;-2.014;-1.378;-4.474;-2.672;-0.309;3.410;6.007;3.480;-0.405;-4.981;-7.087;-3.102;-4.690;-6.444;-8.301;-9.303;-4.994;-5.094;-5.491;-8.070;-8.721;-6.031;-3.682;2022
Namibia;General government structural balance;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;General government structural balance;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;General government primary net lending/borrowing;National currency;Billions;0.280;-0.094;0.212;-0.865;-0.214;0.937;2.961;4.763;3.272;0.639;-3.182;-5.334;-1.790;-3.775;-6.719;-9.665;-10.797;-3.445;-3.381;-3.283;-6.873;-8.242;-3.348;2.861;2022
Namibia;General government primary net lending/borrowing;Percent of GDP;Units;1.025;-0.304;0.593;-2.299;-0.496;2.011;5.674;7.735;4.666;0.850;-3.852;-5.920;-1.675;-3.215;-4.983;-6.619;-6.846;-2.008;-1.867;-1.812;-3.945;-4.481;-1.624;1.257;2022
Namibia;General government net debt;National currency;Billions;5.201;6.958;6.981;9.668;11.740;11.554;10.919;6.799;6.095;4.628;8.323;22.300;21.127;24.349;33.814;60.536;64.377;70.234;82.865;96.434;107.713;127.262;144.756;152.267;2022
Namibia;General government net debt;Percent of GDP;Units;19.030;22.609;19.545;25.697;27.276;24.796;20.925;11.040;8.693;6.153;10.077;24.748;19.770;20.736;25.078;41.458;40.820;40.936;45.765;53.217;61.818;69.187;70.200;66.929;2022
Namibia;General government gross debt;National currency;Billions;5.701;7.507;7.924;10.213;12.559;12.533;13.638;11.925;13.389;11.922;13.487;24.734;26.318;30.663;37.176;61.459;72.282;75.198;88.260;104.320;112.033;129.447;145.455;152.966;2022
Namibia;General government gross debt;Percent of GDP;Units;20.859;24.393;22.187;27.146;29.179;26.897;26.136;19.364;19.097;15.851;16.328;27.450;24.628;26.113;27.572;42.090;45.833;43.829;48.744;57.568;64.297;70.375;70.539;67.236;2022
Namibia;Gross domestic product corresponding to fiscal year, current prices;National currency;Billions;27.333;30.777;35.716;37.624;43.041;46.596;52.182;61.583;70.111;75.214;82.599;90.108;106.864;117.423;134.836;146.019;157.708;171.570;181.067;181.211;174.243;183.940;206.205;227.505;2022
Namibia;Current account balance;U.S. dollars;Billions;0.192;0.011;0.086;0.266;0.446;0.329;1.083;0.748;-0.009;-0.317;-0.448;-0.858;-1.119;-0.992;-1.173;-1.559;-1.769;-0.570;-0.486;-0.221;0.316;-1.391;-1.646;-1.344;2022
Namibia;Current account balance;Percent of GDP;Units;4.859;0.295;2.528;5.342;6.688;4.498;14.043;8.566;-0.108;-3.554;-3.975;-6.903;-8.600;-8.153;-9.430;-13.620;-16.502;-4.425;-3.553;-1.765;2.987;-11.183;-13.065;-10.906;2022
Nauru;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;0.051;0.047;0.043;0.041;0.072;0.068;0.068;0.078;0.097;0.101;0.117;0.121;0.126;0.118;0.117;0.127;0.129;0.139;0.142;0.143;2021
Nauru;Gross domestic product, constant prices;Percent change;Units;n/a;n/a;n/a;n/a;n/a;-8.433;-9.045;-4.509;76.864;-5.652;-0.160;14.395;25.279;3.648;16.423;2.698;4.363;-6.011;-1.219;8.487;1.982;7.207;2.841;0.596;2021
Nauru;Gross domestic product, current prices;National currency;Billions;n/a;n/a;n/a;n/a;0.043;0.040;0.039;0.029;0.042;0.060;0.054;0.066;0.098;0.092;0.108;0.102;0.134;0.145;0.169;0.175;0.186;0.235;0.212;0.229;2021
Nauru;Gross domestic product, current prices;U.S. dollars;Billions;n/a;n/a;n/a;n/a;0.031;0.030;0.029;0.023;0.037;0.044;0.048;0.066;0.101;0.094;0.099;0.085;0.097;0.109;0.131;0.125;0.125;0.176;0.154;0.154;2021
Nauru;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;n/a;n/a;n/a;n/a;0.031;0.030;0.028;0.027;0.049;0.047;0.047;0.055;0.070;0.074;0.088;0.091;0.096;0.092;0.092;0.102;0.105;0.118;0.130;0.136;2021
Nauru;Gross domestic product, deflator;Index;Units;n/a;n/a;n/a;n/a;84.404;86.002;91.492;72.230;57.725;88.083;79.473;85.614;100.634;91.384;91.775;84.259;106.378;122.253;144.836;137.988;143.964;169.995;148.832;159.520;2021
Nauru;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;5,108.313;4,721.424;4,591.513;4,426.520;7,697.598;7,141.394;6,874.212;7,718.538;9,643.870;9,576.429;10,242.441;10,061.473;10,099.735;9,272.686;9,422.351;10,704.338;10,707.397;11,259.080;11,356.977;11,205.567;2020
Nauru;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;3,954.895;3,655.363;3,554.785;3,427.045;5,959.540;5,528.922;5,322.068;5,975.751;7,466.359;7,414.145;7,929.777;7,789.669;7,819.292;7,178.985;7,294.857;8,287.381;8,289.749;8,716.866;8,792.659;8,675.436;2020
Nauru;Gross domestic product per capita, current prices;National currency;Units;n/a;n/a;n/a;n/a;4,311.596;4,060.512;4,200.852;3,197.286;4,443.465;6,290.365;5,463.126;6,608.115;9,705.027;8,751.312;9,399.972;8,477.693;10,743.883;11,336.158;13,646.993;14,770.679;15,414.810;19,139.884;16,902.771;17,875.093;2020
Nauru;Gross domestic product per capita, current prices;U.S. dollars;Units;n/a;n/a;n/a;n/a;3,066.932;3,053.016;3,144.743;2,509.316;3,982.194;4,630.943;4,813.327;6,521.166;10,005.183;8,975.704;8,630.426;7,090.709;7,825.366;8,550.692;10,582.207;10,567.406;10,346.097;14,303.427;12,268.577;12,037.888;2020
Nauru;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;n/a;n/a;n/a;n/a;3,127.401;2,981.183;2,988.562;2,959.228;5,245.151;4,896.165;4,770.264;5,466.684;6,957.483;7,026.417;7,645.975;7,580.587;7,681.721;7,178.985;7,461.966;8,619.523;8,735.843;9,607.123;10,372.953;10,607.730;2020
Nauru;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;n/a;n/a;n/a;n/a;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2021
Nauru;Implied PPP conversion rate;National currency per current international dollar;Units;n/a;n/a;n/a;n/a;1.379;1.362;1.406;1.080;0.847;1.285;1.145;1.209;1.395;1.245;1.229;1.118;1.399;1.579;1.829;1.714;1.765;1.992;1.630;1.685;2021
Nauru;Total investment;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Gross national savings;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Inflation, average consumer prices;Index;Units;n/a;n/a;n/a;n/a;61.619;66.956;79.880;84.354;85.227;104.337;102.283;98.836;99.095;98.000;98.270;107.885;116.678;122.607;104.919;109.338;111.400;112.600;116.600;123.832;2021
Nauru;Inflation, average consumer prices;Percent change;Units;n/a;n/a;n/a;n/a;n/a;8.662;19.302;5.601;1.035;22.422;-1.968;-3.370;0.262;-1.105;0.275;9.784;8.150;5.082;-14.426;4.212;1.886;1.077;3.552;6.203;2021
Nauru;Inflation, end of period consumer prices;Index;Units;n/a;n/a;n/a;n/a;66.208;66.331;81.119;85.285;88.571;104.789;98.930;97.968;98.282;96.558;106.202;109.930;118.961;120.840;106.500;111.200;110.376;112.598;113.798;120.601;2021
Nauru;Inflation, end of period consumer prices;Percent change;Units;n/a;n/a;n/a;n/a;n/a;0.186;22.293;5.136;3.853;18.311;-5.592;-0.972;0.321;-1.754;9.987;3.510;8.215;1.580;-11.867;4.413;-0.741;2.012;1.066;5.978;2021
Nauru;Volume of imports of goods and services;Percent change;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Volume of Imports of goods;Percent change;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Volume of exports of goods and services;Percent change;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Volume of exports of goods;Percent change;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Unemployment rate;Percent of total labor force;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;Population;Persons;Millions;n/a;n/a;n/a;n/a;0.010;0.010;0.009;0.009;0.009;0.010;0.010;0.010;0.010;0.011;0.011;0.012;0.012;0.013;0.012;0.012;0.012;0.012;0.013;0.013;2020
Nauru;General government revenue;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.041;0.040;0.032;0.053;0.062;0.098;0.098;0.154;0.171;0.204;0.239;0.283;0.324;0.336;0.310;2021
Nauru;General government revenue;Percent of GDP;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;68.345;73.864;47.430;54.090;67.730;90.890;96.099;114.898;118.453;120.336;136.958;152.201;137.445;158.291;135.482;2021
Nauru;General government total expenditure;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.041;0.040;0.030;0.045;0.061;0.066;0.087;0.128;0.148;0.154;0.185;0.203;0.219;0.283;0.266;2021
Nauru;General government total expenditure;Percent of GDP;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;67.978;73.772;44.697;45.974;66.019;61.328;85.358;96.008;102.283;90.777;105.970;109.391;92.958;133.536;116.373;2021
Nauru;General government net lending/borrowing;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;--;--;0.002;0.008;0.002;0.032;0.011;0.025;0.023;0.050;0.054;0.080;0.105;0.052;0.044;2021
Nauru;General government net lending/borrowing;Percent of GDP;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.367;0.093;2.733;8.116;1.711;29.562;10.741;18.890;16.170;29.559;30.988;42.809;44.486;24.754;19.109;2021
Nauru;General government structural balance;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;General government structural balance;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;General government primary net lending/borrowing;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;General government primary net lending/borrowing;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;General government net debt;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;General government net debt;Percent of GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nauru;General government gross debt;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.148;0.131;0.126;0.120;0.117;0.121;0.083;0.082;0.113;0.120;0.104;0.105;0.048;0.047;0.046;2021
Nauru;General government gross debt;Percent of GDP;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;246.684;242.498;188.939;123.079;126.892;112.522;82.201;61.223;77.972;71.056;59.570;56.269;20.521;22.169;20.173;2021
Nauru;Gross domestic product corresponding to fiscal year, current prices;National currency;Billions;n/a;n/a;n/a;n/a;0.043;0.040;0.039;0.029;0.042;0.060;0.054;0.066;0.098;0.092;0.108;0.102;0.134;0.145;0.169;0.175;0.186;0.235;0.212;0.229;2021
Nauru;Current account balance;U.S. dollars;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.020;0.028;0.023;0.019;0.035;0.049;0.029;-0.017;0.004;0.014;0.010;0.006;0.003;0.007;-0.001;0.005;2022
Nauru;Current account balance;Percent of GDP;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;53.407;64.134;47.865;28.824;34.403;51.567;29.012;-19.630;4.194;12.410;7.595;4.600;2.527;3.797;-0.541;3.449;2021
Nepal;Gross domestic product, constant prices;National currency;Billions;1,018.833;1,076.179;1,077.472;1,119.979;1,172.424;1,213.213;1,254.033;1,296.816;1,375.981;1,438.356;1,507.633;1,559.222;1,632.040;1,689.572;1,791.141;1,862.357;1,870.424;2,038.337;2,193.706;2,339.743;2,284.300;2,394.818;2,529.243;2,550.280;2022
Nepal;Gross domestic product, constant prices;Percent change;Units;6.116;5.629;0.120;3.945;4.683;3.479;3.365;3.412;6.105;4.533;4.816;3.422;4.670;3.525;6.011;3.976;0.433;8.977;7.622;6.657;-2.370;4.838;5.613;0.832;2022
Nepal;Gross domestic product, current prices;National currency;Billions;464.695;503.620;524.065;561.465;612.245;672.315;746.084;830.199;930.384;1,127.276;1,360.542;1,559.222;1,758.379;1,949.295;2,232.525;2,423.638;2,608.184;3,077.145;3,455.949;3,858.930;3,888.704;4,352.550;4,933.697;5,363.531;2022
Nepal;Gross domestic product, current prices;U.S. dollars;Billions;6.537;6.719;6.816;7.218;8.297;9.331;10.316;11.777;14.310;14.663;18.253;21.685;21.703;22.161;22.722;24.361;24.524;28.972;33.112;34.186;33.434;36.927;40.828;41.015;2022
Nepal;Gross domestic product, current prices;"Purchasing power parity; international dollars";Billions;32.070;34.638;35.218;37.330;40.129;42.828;45.634;48.469;52.419;55.133;58.491;61.740;67.618;72.735;79.300;80.943;81.509;98.516;108.454;117.616;116.345;127.566;144.213;150.713;2022
Nepal;Gross domestic product, deflator;Index;Units;45.611;46.797;48.638;50.132;52.220;55.416;59.495;64.018;67.616;78.373;90.244;100.000;107.741;115.372;124.643;130.138;139.444;150.964;157.539;164.930;170.236;181.749;195.066;210.311;2022
Nepal;Gross domestic product per capita, constant prices;National currency;Units;41,484.258;43,122.927;42,533.726;43,607.966;45,086.338;46,155.918;47,288.130;48,545.058;51,186.837;53,219.351;55,506.124;57,184.734;59,714.564;61,704.764;65,222.265;67,451.487;67,133.667;72,323.952;76,954.032;81,149.502;77,833.272;79,734.256;82,796.845;82,054.018;2022
Nepal;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;2,004.999;2,084.198;2,055.721;2,107.641;2,179.093;2,230.787;2,285.509;2,346.258;2,473.939;2,572.174;2,682.697;2,763.827;2,886.098;2,982.287;3,152.293;3,260.035;3,244.674;3,495.529;3,719.308;3,922.081;3,761.803;3,853.680;4,001.700;3,965.798;2022
Nepal;Gross domestic product per capita, current prices;National currency;Units;18,921.196;20,180.258;20,687.721;21,861.429;23,544.295;25,577.783;28,133.963;31,077.695;34,610.507;41,709.344;50,090.706;57,184.734;64,337.158;71,190.070;81,294.759;87,780.150;93,613.547;109,182.784;121,232.827;133,839.623;132,500.360;144,915.993;161,508.590;172,569.016;2022
Nepal;Gross domestic product per capita, current prices;U.S. dollars;Units;266.158;269.250;269.082;281.039;319.068;354.973;388.995;440.856;532.331;542.536;671.998;795.314;794.093;809.346;827.394;882.308;880.225;1,027.965;1,161.534;1,185.682;1,139.192;1,229.470;1,336.547;1,319.643;2022
Nepal;Gross domestic product per capita, current prices;"Purchasing power parity; international dollars";Units;1,305.806;1,387.950;1,390.260;1,453.513;1,543.197;1,629.346;1,720.794;1,814.393;1,949.986;2,039.919;2,153.430;2,264.328;2,474.084;2,656.359;2,887.632;2,931.620;2,925.532;3,495.529;3,804.509;4,079.271;3,964.236;4,247.258;4,720.921;4,849.107;2022
Nepal;Output gap in percent of potential GDP;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;Gross domestic product based on purchasing-power-parity (PPP) share of world total;Percent;Units;0.063;0.065;0.063;0.063;0.063;0.062;0.061;0.060;0.062;0.065;0.065;0.064;0.067;0.069;0.072;0.072;0.070;0.080;0.083;0.087;0.087;0.086;0.088;0.086;2022
Nepal;Implied PPP conversion rate;National currency per current international dollar;Units;14.490;14.540;14.880;15.040;15.257;15.698;16.349;17.128;17.749;20.447;23.261;25.255;26.004;26.800;28.153;29.943;31.999;31.235;31.866;32.810;33.424;34.120;34.211;35.588;2022
Nepal;Total investment;Percent of GDP;Units;24.234;24.256;22.508;23.615;26.453;28.040;28.580;30.272;31.898;32.962;38.953;27.810;28.603;29.677;30.986;31.277;28.241;37.325;39.548;41.379;30.440;35.164;37.417;33.551;2022
Nepal;Gross national savings;Percent of GDP;Units;23.641;23.649;21.152;20.895;23.874;24.941;25.406;25.031;28.980;31.423;31.481;26.976;32.791;32.540;34.984;35.659;33.700;37.002;32.450;34.450;29.428;27.462;24.743;32.192;2022
Nepal;Inflation, average consumer prices;Index;Units;36.230;37.112;38.187;39.998;41.583;43.471;46.932;49.843;53.171;59.883;65.612;71.888;77.859;85.546;93.278;100.006;109.938;114.835;119.597;125.145;132.841;137.622;146.238;157.667;2023
Nepal;Inflation, average consumer prices;Percent change;Units;3.393;2.435;2.896;4.743;3.963;4.539;7.963;6.203;6.677;12.624;9.565;9.566;8.305;9.873;9.039;7.212;9.932;4.454;4.147;4.639;6.150;3.599;6.261;7.815;2023
Nepal;Inflation, end of period consumer prices;Index;Units;35.555;36.766;38.057;40.375;41.191;43.930;47.564;49.815;55.143;61.257;66.786;73.185;81.583;87.905;95.011;102.210;112.880;115.940;121.250;128.550;134.690;140.330;151.670;162.950;2023
Nepal;Inflation, end of period consumer prices;Percent change;Units;0.596;3.407;3.510;6.090;2.022;6.650;8.273;4.732;10.695;11.087;9.026;9.582;11.475;7.749;8.084;7.576;10.439;2.711;4.580;6.021;4.776;4.187;8.081;7.437;2023
Nepal;Volume of imports of goods and services;Percent change;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;Volume of Imports of goods;Percent change;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;Volume of exports of goods and services;Percent change;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;Volume of exports of goods;Percent change;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;Unemployment rate;Percent of total labor force;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;Employment;Persons;Millions;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;Population;Persons;Millions;24.560;24.956;25.332;25.683;26.004;26.285;26.519;26.714;26.882;27.027;27.162;27.266;27.331;27.382;27.462;27.610;27.861;28.183;28.507;28.832;29.349;30.035;30.548;31.081;2022
Nepal;General government revenue;National currency;Billions;46.242;53.129;55.176;65.238;71.358;82.653;85.089;103.220;121.877;166.196;214.726;243.686;274.351;332.735;400.304;442.241;525.010;644.530;766.036;862.561;865.031;1,012.791;1,141.337;1,033.734;2023
Nepal;General government revenue;Percent of GDP;Units;9.951;10.549;10.528;11.619;11.655;12.294;11.405;12.433;13.100;14.743;15.782;15.629;15.602;17.070;17.931;18.247;20.129;20.946;22.166;22.352;22.245;23.269;23.134;19.273;2023
Nepal;General government total expenditure;National currency;Billions;53.122;64.983;68.090;67.137;72.239;81.006;83.333;108.793;124.584;191.418;223.868;254.861;294.851;302.054;370.226;428.251;494.549;727.276;967.634;1,055.009;1,073.618;1,185.995;1,296.759;1,345.254;2023
Nepal;General government total expenditure;Percent of GDP;Units;11.432;12.903;12.993;11.957;11.799;12.049;11.169;13.105;13.391;16.981;16.454;16.345;16.768;15.496;16.583;17.670;18.961;23.635;27.999;27.339;27.609;27.248;26.284;25.081;2023
Nepal;General government net lending/borrowing;National currency;Billions;-6.881;-11.854;-12.914;-1.899;-0.881;1.647;1.756;-5.574;-2.707;-25.222;-9.142;-11.176;-20.500;30.681;30.077;13.990;30.462;-82.746;-201.598;-192.449;-208.587;-173.204;-155.422;-311.519;2023
Nepal;General government net lending/borrowing;Percent of GDP;Units;-1.481;-2.354;-2.464;-0.338;-0.144;0.245;0.235;-0.671;-0.291;-2.237;-0.672;-0.717;-1.166;1.574;1.347;0.577;1.168;-2.689;-5.833;-4.987;-5.364;-3.979;-3.150;-5.808;2023
Nepal;General government structural balance;National currency;Billions;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;General government structural balance;Percent of potential GDP;Units;;;;;;;;;;;;;;;;;;;;;;;;;
Nepal;General government primary net lending/borrowing;National currency;Billions;-3.629;-8.596;-8.366;3.798;4.007;6.398;6.180;-0.459;2.910;-18.154;0.392;0.371;-7.090;43.687;41.278;22.346;38.157;-73.876;-186.645;-173.181;-183.985;-140.095;-112.046;-240.501;2023
